item_id,image,description,answer,n
20,false,частью,0,6
18,all,некоторыми,1,11
19,literal,несколькими,1,3
18,all,некоторыми,1,8
17,local,какими-то,0,10
20,false,частью,0,11
17,local,какими-то,0,0
20,false,частью,0,3
19,literal,несколькими,1,2
20,false,частью,0,3
18,all,некоторыми,1,6
17,local,какими-то,0,10
18,all,некоторыми,1,11
19,literal,несколькими,1,11
18,all,некоторыми,1,1
20,false,частью,0,3
17,local,какими-то,0,6
19,literal,несколькими,1,9
18,all,некоторыми,1,3
20,false,частью,0,5
19,literal,несколькими,0,8
17,local,какими-то,0,11
19,literal,несколькими,1,4
20,false,частью,0,8
18,all,некоторыми,1,10
17,local,какими-то,0,11
19,literal,несколькими,0,0
18,all,некоторыми,1,3
17,local,какими-то,0,5
20,false,частью,0,6
18,all,некоторыми,1,0
17,local,какими-то,0,5
19,literal,несколькими,1,8
20,false,частью,0,9
18,all,некоторыми,1,1
17,local,какими-то,0,4
19,literal,несколькими,1,5
18,all,некоторыми,0,1
20,false,частью,0,7
19,literal,несколькими,1,3
17,local,какими-то,0,8
20,false,частью,0,9
19,literal,несколькими,1,2
20,false,частью,0,7
18,all,некоторыми,1,8
17,local,какими-то,0,10
18,all,некоторыми,1,0
19,literal,несколькими,0,1
17,local,какими-то,1,3
20,false,частью,0,0
20,false,частью,0,11
17,local,какими-то,0,6
20,false,частью,0,4
18,all,некоторыми,1,8
19,literal,несколькими,0,9
18,all,некоторыми,1,6
17,local,какими-то,0,7
19,literal,несколькими,1,9
20,false,частью,0,0
18,all,некоторыми,1,3
17,local,какими-то,0,4
19,literal,несколькими,1,5
18,all,некоторыми,1,0
19,literal,несколькими,1,5
20,false,частью,0,2
17,local,какими-то,0,7
19,literal,несколькими,1,3
20,false,частью,0,11
19,literal,несколькими,1,7
17,local,какими-то,0,5
18,all,некоторыми,1,6
17,local,какими-то,0,8
20,false,частью,0,7
18,all,некоторыми,1,9
18,all,некоторыми,1,1
19,literal,несколькими,1,2
20,false,частью,0,5
17,local,какими-то,0,11
18,all,некоторыми,0,1
17,local,какими-то,0,3
19,literal,несколькими,1,6
20,false,частью,0,10
17,local,какими-то,0,4
18,all,некоторыми,1,5
19,literal,несколькими,1,7
20,false,частью,0,10
17,local,какими-то,1,0
18,all,некоторыми,1,5
20,false,частью,0,6
19,literal,несколькими,1,9
20,false,частью,0,4
19,literal,несколькими,1,6
18,all,некоторыми,1,8
17,local,какими-то,0,10
17,local,какими-то,0,1
19,literal,несколькими,1,2
20,false,частью,0,9
18,all,некоторыми,1,10
17,local,какими-то,0,1
20,false,частью,0,3
19,literal,несколькими,1,7
18,all,некоторыми,1,8
19,literal,несколькими,0,0
17,local,какими-то,0,7
20,false,частью,0,9
18,all,некоторыми,1,10
17,local,какими-то,0,1
18,all,некоторыми,1,3
20,false,частью,0,6
19,literal,несколькими,1,11
17,local,какими-то,0,2
18,all,некоторыми,1,3
20,false,частью,0,6
19,literal,несколькими,0,7
19,literal,несколькими,1,1
17,local,какими-то,0,6
19,literal,несколькими,1,0
18,all,некоторыми,1,7
18,all,некоторыми,1,6
20,false,частью,0,11
20,false,частью,0,9
17,local,какими-то,0,11
18,all,некоторыми,1,2
20,false,частью,0,7
17,local,какими-то,0,9
19,literal,несколькими,1,11
17,local,какими-то,0,0
20,false,частью,0,1
20,false,частью,0,1
18,all,некоторыми,1,2
18,all,некоторыми,1,7
19,literal,несколькими,1,8
19,literal,несколькими,1,5
17,local,какими-то,0,8
20,false,частью,0,0
19,literal,несколькими,1,4
17,local,какими-то,0,5
18,all,некоторыми,1,7
19,literal,несколькими,1,0
17,local,какими-то,0,1
20,false,частью,0,7
18,all,некоторыми,1,9
20,false,частью,0,1
18,all,некоторыми,1,0
19,literal,несколькими,1,1
18,all,некоторыми,1,5
19,literal,несколькими,0,6
17,local,какими-то,0,6
20,false,частью,0,10
17,local,какими-то,0,11
20,false,частью,0,3
18,all,некоторыми,1,5
19,literal,несколькими,1,10
17,local,какими-то,0,11
20,false,частью,1,0
18,all,некоторыми,1,2
19,literal,несколькими,0,3
19,literal,несколькими,1,3
20,false,частью,0,5
18,all,некоторыми,1,7
17,local,какими-то,0,10
17,local,какими-то,1,7
18,all,некоторыми,1,1
20,false,частью,0,2
17,local,какими-то,0,3
19,literal,несколькими,1,7
17,local,какими-то,0,0
20,false,частью,0,1
18,all,некоторыми,1,2
20,false,частью,0,3
17,local,какими-то,0,3
19,literal,несколькими,1,7
19,literal,несколькими,1,6
18,all,некоторыми,1,8
17,local,какими-то,0,1
18,all,некоторыми,1,2
20,false,частью,0,7
19,literal,несколькими,1,9
18,all,некоторыми,1,2
19,literal,несколькими,1,3
20,false,частью,0,6
17,local,какими-то,0,11
17,local,какими-то,0,3
18,all,некоторыми,1,4
18,all,некоторыми,1,1
17,local,какими-то,0,2
20,false,частью,0,8
19,literal,несколькими,1,7
19,literal,несколькими,1,11
20,false,частью,0,11
20,false,частью,0,0
20,false,частью,0,5
18,all,некоторыми,1,8
17,local,какими-то,0,9
19,literal,несколькими,1,10
17,local,какими-то,0,4
19,literal,несколькими,1,6
17,local,какими-то,0,3
18,all,некоторыми,1,7
19,literal,несколькими,1,7
18,all,некоторыми,1,10
20,false,частью,0,11
5,all,частью,1,3
6,false,какими-то,0,4
7,local,несколькими,0,5
12,local,некоторыми,0,3
11,false,несколькими,0,4
8,literal,некоторыми,1,9
10,all,какими-то,1,7
9,literal,частью,0,10
11,false,несколькими,0,0
12,local,некоторыми,0,2
9,literal,частью,0,4
12,local,некоторыми,1,1
10,all,какими-то,1,3
9,literal,частью,0,9
11,false,несколькими,0,10
10,all,какими-то,1,10
2,literal,какими-то,1,2
2,literal,какими-то,1,2
4,false,некоторыми,0,4
3,local,несколькими,1,6
1,all,частью,1,8
11,false,несколькими,0,0
4,false,некоторыми,0,4
2,literal,какими-то,1,6
1,all,частью,1,7
3,local,несколькими,1,9
9,literal,частью,0,2
12,local,некоторыми,1,3
10,all,какими-то,1,5
4,false,некоторыми,0,0
1,all,частью,1,5
3,local,несколькими,0,6
2,literal,какими-то,1,9
11,false,несколькими,0,10
5,all,частью,1,0
7,local,несколькими,0,2
6,false,какими-то,0,3
8,literal,некоторыми,1,7
19,literal,несколькими,1,2
18,all,некоторыми,1,3
18,all,некоторыми,1,1
17,local,какими-то,1,6
19,literal,несколькими,1,3
20,false,частью,0,9
17,local,какими-то,0,10
20,false,частью,0,8
11,false,несколькими,0,0
10,all,какими-то,1,4
12,local,некоторыми,1,7
9,literal,частью,0,10
6,false,какими-то,0,3
8,literal,некоторыми,1,4
5,all,частью,1,6
7,local,несколькими,1,9
20,false,частью,0,0
18,all,некоторыми,0,1
19,literal,несколькими,1,6
17,local,какими-то,0,10
4,false,некоторыми,0,2
3,local,несколькими,0,7
2,literal,какими-то,1,9
1,all,частью,1,11
16,false,некоторыми,0,4
14,literal,какими-то,1,7
13,local,частью,1,9
15,all,несколькими,1,11
13,local,частью,1,1
8,literal,некоторыми,1,0
5,all,частью,1,2
16,false,некоторыми,0,8
7,local,несколькими,0,3
14,literal,какими-то,1,10
6,false,какими-то,0,6
15,all,несколькими,1,11
3,local,несколькими,0,3
4,false,некоторыми,0,5
1,all,частью,1,9
2,literal,какими-то,1,11
12,local,некоторыми,1,2
10,all,какими-то,1,8
11,false,несколькими,0,9
9,literal,частью,0,10
9,literal,частью,0,5
1,all,частью,1,1
3,local,несколькими,1,4
2,literal,какими-то,0,7
4,false,некоторыми,0,8
19,literal,несколькими,1,0
20,false,частью,0,1
18,all,некоторыми,1,8
17,local,какими-то,0,11
5,all,частью,1,2
8,literal,некоторыми,1,4
7,local,несколькими,0,8
6,false,какими-то,0,11
20,false,частью,0,4
17,local,какими-то,0,7
19,literal,несколькими,1,10
18,all,некоторыми,1,11
12,local,некоторыми,0,3
11,false,несколькими,0,6
9,literal,частью,0,8
10,all,какими-то,1,10
12,local,некоторыми,0,9
10,all,какими-то,1,10
9,literal,частью,1,0
12,local,некоторыми,0,1
10,all,какими-то,1,2
11,false,несколькими,0,8
7,local,несколькими,0,0
5,all,частью,1,3
6,false,какими-то,0,9
8,literal,некоторыми,1,11
18,all,некоторыми,1,1
19,literal,несколькими,1,2
20,false,частью,0,7
17,local,какими-то,0,11
8,literal,некоторыми,1,2
5,all,частью,1,3
7,local,несколькими,0,9
6,false,какими-то,0,11
6,false,какими-то,0,0
5,all,частью,1,3
8,literal,некоторыми,1,8
7,local,несколькими,0,10
12,local,некоторыми,0,0
9,literal,частью,0,1
11,false,несколькими,0,2
11,false,несколькими,0,1
9,literal,частью,0,2
10,all,какими-то,1,7
12,local,некоторыми,1,8
10,all,какими-то,1,10
19,literal,несколькими,1,0
18,all,некоторыми,1,5
17,local,какими-то,1,7
20,false,частью,0,10
19,literal,несколькими,1,2
18,all,некоторыми,1,5
20,false,частью,0,6
17,local,какими-то,0,7
13,local,частью,0,3
15,all,несколькими,1,4
14,literal,какими-то,1,5
16,false,некоторыми,0,6
16,false,некоторыми,0,3
13,local,частью,1,4
14,literal,какими-то,1,0
14,literal,какими-то,1,7
16,false,некоторыми,0,1
15,all,несколькими,0,6
15,all,несколькими,1,11
13,local,частью,1,9
12,local,некоторыми,0,3
10,all,какими-то,1,4
9,literal,частью,0,5
11,false,несколькими,0,10
9,literal,частью,1,2
11,false,несколькими,0,6
10,all,какими-то,1,8
12,local,некоторыми,0,10
13,local,частью,0,1
16,false,некоторыми,0,2
15,all,несколькими,1,3
14,literal,какими-то,1,11
18,all,некоторыми,1,1
17,local,какими-то,0,4
20,false,частью,0,10
19,literal,несколькими,1,11
11,false,несколькими,0,2
12,local,некоторыми,0,4
10,all,какими-то,1,7
9,literal,частью,1,11
20,false,частью,0,1
19,literal,несколькими,1,3
17,local,какими-то,0,7
18,all,некоторыми,1,10
15,all,несколькими,1,6
14,literal,какими-то,1,7
16,false,некоторыми,0,10
13,local,частью,0,11
9,literal,частью,0,3
11,false,несколькими,0,5
10,all,какими-то,1,6
9,literal,частью,1,1
12,local,некоторыми,0,3
10,all,какими-то,1,8
11,false,несколькими,0,11
10,all,какими-то,1,1
9,literal,частью,0,5
8,literal,некоторыми,0,0
12,local,некоторыми,1,7
7,local,несколькими,0,1
11,false,несколькими,0,11
6,false,какими-то,0,6
5,all,частью,1,8
19,literal,несколькими,1,0
9,literal,частью,0,0
12,local,некоторыми,1,2
10,all,какими-то,1,4
18,all,некоторыми,1,8
11,false,несколькими,0,6
17,local,какими-то,0,9
20,false,частью,0,10
11,false,несколькими,0,2
12,local,некоторыми,1,4
9,literal,частью,0,7
10,all,какими-то,1,10
13,local,частью,0,1
14,literal,какими-то,1,7
16,false,некоторыми,0,8
15,all,несколькими,1,11
8,literal,некоторыми,1,0
6,false,какими-то,1,2
5,all,частью,1,4
7,local,несколькими,0,8
12,local,некоторыми,1,7
5,all,частью,1,1
8,literal,некоторыми,1,4
6,false,какими-то,0,8
7,local,несколькими,1,11
5,all,частью,1,0
8,literal,некоторыми,0,3
7,local,несколькими,1,4
6,false,какими-то,0,7
13,local,частью,1,2
14,literal,какими-то,0,5
15,all,несколькими,0,6
16,false,некоторыми,0,10
16,false,некоторыми,0,0
14,literal,какими-то,1,1
13,local,частью,1,4
15,all,несколькими,1,8
11,false,несколькими,0,2
10,all,какими-то,1,3
9,literal,частью,0,6
12,local,некоторыми,1,10
19,literal,несколькими,1,0
20,false,частью,0,4
18,all,некоторыми,1,6
17,local,какими-то,1,11
11,false,несколькими,0,0
12,local,некоторыми,0,2
10,all,какими-то,1,9
9,literal,частью,0,11
13,local,частью,1,1
16,false,некоторыми,0,4
15,all,несколькими,1,10
14,literal,какими-то,1,11
17,local,какими-то,0,5
20,false,частью,0,7
19,literal,несколькими,1,8
18,all,некоторыми,1,9
12,local,некоторыми,1,0
10,all,какими-то,1,4
9,literal,частью,0,8
11,false,несколькими,0,11
6,false,какими-то,0,3
5,all,частью,1,5
8,literal,некоторыми,1,6
7,local,несколькими,0,8
18,all,некоторыми,1,4
20,false,частью,0,5
19,literal,несколькими,0,6
17,local,какими-то,0,10
9,literal,частью,1,0
10,all,какими-то,1,1
10,all,какими-то,1,3
11,false,несколькими,0,5
9,literal,частью,0,5
12,local,некоторыми,0,6
12,local,некоторыми,0,7
11,false,несколькими,0,7
7,local,несколькими,0,2
8,literal,некоторыми,1,4
5,all,частью,1,5
6,false,какими-то,0,7
17,local,какими-то,1,0
18,all,некоторыми,1,2
19,literal,несколькими,1,4
20,false,частью,0,6
13,local,частью,1,2
14,literal,какими-то,1,3
16,false,некоторыми,0,6
15,all,несколькими,1,7
15,all,несколькими,1,1
16,false,некоторыми,0,7
13,local,частью,0,8
14,literal,какими-то,1,11
8,literal,некоторыми,1,0
7,local,несколькими,0,1
6,false,какими-то,0,2
9,literal,частью,0,1
5,all,частью,1,8
12,local,некоторыми,0,4
11,false,несколькими,0,9
10,all,какими-то,1,11
5,all,частью,0,2
8,literal,некоторыми,0,3
6,false,какими-то,0,4
7,local,несколькими,0,6
20,false,частью,0,5
18,all,некоторыми,1,7
17,local,какими-то,0,10
19,literal,несколькими,1,11
11,false,несколькими,1,0
10,all,какими-то,1,7
9,literal,частью,1,9
12,local,некоторыми,0,10
9,literal,частью,0,4
12,local,некоторыми,1,5
12,local,некоторыми,1,3
9,literal,частью,0,4
10,all,какими-то,1,8
10,all,какими-то,1,10
11,false,несколькими,0,9
11,false,несколькими,0,11
11,false,несколькими,0,11
8,literal,некоторыми,1,1
5,all,частью,1,2
7,local,несколькими,0,5
16,false,некоторыми,0,1
6,false,какими-то,0,6
13,local,частью,1,3
15,all,несколькими,1,5
14,literal,какими-то,1,8
20,false,частью,0,10
12,local,некоторыми,0,0
11,false,несколькими,0,1
10,all,какими-то,1,2
9,literal,частью,1,7
19,literal,несколькими,1,2
18,all,некоторыми,1,3
20,false,частью,0,10
17,local,какими-то,0,11
19,literal,несколькими,1,3
20,false,частью,0,5
17,local,какими-то,0,8
18,all,некоторыми,1,9
7,local,несколькими,0,1
6,false,какими-то,0,4
8,literal,некоторыми,1,7
5,all,частью,1,10
7,local,несколькими,0,0
5,all,частью,1,1
6,false,какими-то,0,4
8,literal,некоторыми,1,5
18,all,некоторыми,1,2
20,false,частью,0,5
19,literal,несколькими,1,6
17,local,какими-то,0,11
6,false,какими-то,0,1
7,local,несколькими,0,6
8,literal,некоторыми,1,8
5,all,частью,1,9
15,all,несколькими,1,2
16,false,некоторыми,0,8
14,literal,какими-то,1,9
13,local,частью,1,11
13,local,частью,1,2
14,literal,какими-то,1,4
15,all,несколькими,1,5
16,false,некоторыми,0,10
19,literal,несколькими,1,0
20,false,частью,0,3
17,local,какими-то,0,10
18,all,некоторыми,1,11
8,literal,некоторыми,0,2
6,false,какими-то,0,4
7,local,несколькими,1,8
5,all,частью,1,10
8,literal,некоторыми,1,0
7,local,несколькими,0,5
6,false,какими-то,0,8
5,all,частью,1,9
6,false,какими-то,0,5
8,literal,некоторыми,1,9
7,local,несколькими,0,10
5,all,частью,1,11
19,literal,несколькими,1,1
18,all,некоторыми,1,4
17,local,какими-то,0,5
20,false,частью,0,6
16,false,некоторыми,0,2
13,local,частью,1,3
15,all,несколькими,1,6
14,literal,какими-то,1,9
8,literal,некоторыми,1,4
7,local,несколькими,0,6
5,all,частью,1,9
6,false,какими-то,0,11
13,local,частью,1,0
15,all,несколькими,1,6
16,false,некоторыми,0,7
14,literal,какими-то,1,10
11,false,несколькими,0,2
9,literal,частью,0,4
10,all,какими-то,1,6
12,local,некоторыми,0,7
19,literal,несколькими,1,2
20,false,частью,0,4
17,local,какими-то,1,7
18,all,некоторыми,1,8
10,all,какими-то,1,2
9,literal,частью,1,0
11,false,несколькими,0,3
12,local,некоторыми,1,7
10,all,какими-то,1,9
9,literal,частью,0,6
11,false,несколькими,0,10
12,local,некоторыми,1,11
10,all,какими-то,1,1
9,literal,частью,1,3
12,local,некоторыми,0,5
11,false,несколькими,0,6
8,literal,некоторыми,1,0
7,local,несколькими,0,2
5,all,частью,1,3
11,false,несколькими,0,1
10,all,какими-то,1,6
9,literal,частью,1,7
6,false,какими-то,0,10
12,local,некоторыми,0,9
13,local,частью,1,1
16,false,некоторыми,0,2
15,all,несколькими,1,3
14,literal,какими-то,1,8
14,literal,какими-то,1,1
13,local,частью,1,2
16,false,некоторыми,0,5
15,all,несколькими,1,11
10,all,какими-то,1,2
11,false,несколькими,0,5
9,literal,частью,1,6
12,local,некоторыми,0,8
18,all,некоторыми,1,3
20,false,частью,0,4
17,local,какими-то,0,7
19,literal,несколькими,1,8
9,literal,частью,1,0
12,local,некоторыми,1,1
11,false,несколькими,0,3
10,all,какими-то,1,5
8,literal,некоторыми,1,1
7,local,несколькими,0,5
5,all,частью,1,6
6,false,какими-то,0,10
18,all,некоторыми,1,0
20,false,частью,0,0
19,literal,несколькими,0,2
17,local,какими-то,0,3
17,local,какими-то,0,6
18,all,некоторыми,1,10
19,literal,несколькими,1,7
20,false,частью,0,8
